id,id_index,kode_provinsi,nama_provinsi,periode_update,penyakit,kategori,jumlah,satuan,tahun
329,658,35,JAWA TIMUR,2022-03,SINDROM JAUNDICE AKUT,RAWAT INAP,3,KASUS,2022
330,659,35,JAWA TIMUR,2022-03,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2022
330,660,35,JAWA TIMUR,2022-03,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2022
331,661,35,JAWA TIMUR,2022-03,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2022
331,662,35,JAWA TIMUR,2022-03,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2022
332,663,35,JAWA TIMUR,2022-03,SUSPEK CAMPAK,IGD,0,KASUS,2022
332,664,35,JAWA TIMUR,2022-03,SUSPEK CAMPAK,RAWAT INAP,0,KASUS,2022
333,665,35,JAWA TIMUR,2022-03,SUSPEK DIFTERI,IGD,0,KASUS,2022
333,666,35,JAWA TIMUR,2022-03,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2022
334,667,35,JAWA TIMUR,2022-03,PERTUSSIS,IGD,0,KASUS,2022
334,668,35,JAWA TIMUR,2022-03,PERTUSSIS,RAWAT INAP,0,KASUS,2022
335,669,35,JAWA TIMUR,2022-03,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2022
335,670,35,JAWA TIMUR,2022-03,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2022
336,671,35,JAWA TIMUR,2022-03,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2022
336,672,35,JAWA TIMUR,2022-03,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2022
337,673,35,JAWA TIMUR,2022-03,SUSPEK ANTRAX,IGD,0,KASUS,2022
337,674,35,JAWA TIMUR,2022-03,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2022
338,675,35,JAWA TIMUR,2022-03,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2022
338,676,35,JAWA TIMUR,2022-03,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2022
339,677,35,JAWA TIMUR,2022-03,SUSPEK KOLERA,IGD,0,KASUS,2022
339,678,35,JAWA TIMUR,2022-03,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2022
340,679,35,JAWA TIMUR,2022-03,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2022
340,680,35,JAWA TIMUR,2022-03,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2022
341,681,35,JAWA TIMUR,2022-03,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2022
341,682,35,JAWA TIMUR,2022-03,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2022
342,683,35,JAWA TIMUR,2022-03,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2022
342,684,35,JAWA TIMUR,2022-03,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2022
343,685,35,JAWA TIMUR,2022-03,SUSPEK TETANUS,IGD,0,KASUS,2022
343,686,35,JAWA TIMUR,2022-03,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2022
344,687,35,JAWA TIMUR,2022-03,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2022
344,688,35,JAWA TIMUR,2022-03,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2022
345,689,35,JAWA TIMUR,2022-03,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2022
345,690,35,JAWA TIMUR,2022-03,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2022
346,691,35,JAWA TIMUR,2022-04,DIARE AKUT,IGD,28,KASUS,2022
346,692,35,JAWA TIMUR,2022-04,DIARE AKUT,RAWAT INAP,57,KASUS,2022
347,693,35,JAWA TIMUR,2022-04,MALARIA KONFIRMASI,IGD,0,KASUS,2022
347,694,35,JAWA TIMUR,2022-04,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2022
348,695,35,JAWA TIMUR,2022-04,SUSPEK DENGUE,IGD,48,KASUS,2022
348,696,35,JAWA TIMUR,2022-04,SUSPEK DENGUE,RAWAT INAP,55,KASUS,2022
349,697,35,JAWA TIMUR,2022-04,PNEMONIA,IGD,4,KASUS,2022
349,698,35,JAWA TIMUR,2022-04,PNEMONIA,RAWAT INAP,5,KASUS,2022
350,699,35,JAWA TIMUR,2022-04,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2022
350,700,35,JAWA TIMUR,2022-04,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2022
351,701,35,JAWA TIMUR,2022-04,SUSPEK DEMAM TIFOID,IGD,2,KASUS,2022
351,702,35,JAWA TIMUR,2022-04,SUSPEK DEMAM TIFOID,RAWAT INAP,13,KASUS,2022
352,703,35,JAWA TIMUR,2022-04,SINDROM JAUNDICE AKUT,IGD,13,KASUS,2022
352,704,35,JAWA TIMUR,2022-04,SINDROM JAUNDICE AKUT,RAWAT INAP,6,KASUS,2022
353,705,35,JAWA TIMUR,2022-04,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2022
353,706,35,JAWA TIMUR,2022-04,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2022
354,707,35,JAWA TIMUR,2022-04,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2022
354,708,35,JAWA TIMUR,2022-04,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2022
355,709,35,JAWA TIMUR,2022-04,SUSPEK CAMPAK,IGD,0,KASUS,2022
355,710,35,JAWA TIMUR,2022-04,SUSPEK CAMPAK,RAWAT INAP,0,KASUS,2022
356,711,35,JAWA TIMUR,2022-04,SUSPEK DIFTERI,IGD,0,KASUS,2022
356,712,35,JAWA TIMUR,2022-04,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2022
357,713,35,JAWA TIMUR,2022-04,PERTUSSIS,IGD,0,KASUS,2022
357,714,35,JAWA TIMUR,2022-04,PERTUSSIS,RAWAT INAP,0,KASUS,2022
358,715,35,JAWA TIMUR,2022-04,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2022
358,716,35,JAWA TIMUR,2022-04,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2022
359,717,35,JAWA TIMUR,2022-04,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2022
359,718,35,JAWA TIMUR,2022-04,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2022
360,719,35,JAWA TIMUR,2022-04,SUSPEK ANTRAX,IGD,0,KASUS,2022
360,720,35,JAWA TIMUR,2022-04,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2022
361,721,35,JAWA TIMUR,2022-04,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2022
361,722,35,JAWA TIMUR,2022-04,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2022
362,723,35,JAWA TIMUR,2022-04,SUSPEK KOLERA,IGD,0,KASUS,2022
362,724,35,JAWA TIMUR,2022-04,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2022
363,725,35,JAWA TIMUR,2022-04,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2022
363,726,35,JAWA TIMUR,2022-04,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2022
364,727,35,JAWA TIMUR,2022-04,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2022
364,728,35,JAWA TIMUR,2022-04,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2022
365,729,35,JAWA TIMUR,2022-04,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2022
365,730,35,JAWA TIMUR,2022-04,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2022
366,731,35,JAWA TIMUR,2022-04,SUSPEK TETANUS,IGD,0,KASUS,2022
366,732,35,JAWA TIMUR,2022-04,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2022
367,733,35,JAWA TIMUR,2022-04,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2022
367,734,35,JAWA TIMUR,2022-04,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2022
368,735,35,JAWA TIMUR,2022-04,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2022
368,736,35,JAWA TIMUR,2022-04,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2022
369,737,35,JAWA TIMUR,2022-05,DIARE AKUT,IGD,10,KASUS,2022
369,738,35,JAWA TIMUR,2022-05,DIARE AKUT,RAWAT INAP,21,KASUS,2022
370,739,35,JAWA TIMUR,2022-05,MALARIA KONFIRMASI,IGD,0,KASUS,2022
370,740,35,JAWA TIMUR,2022-05,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2022
371,741,35,JAWA TIMUR,2022-05,SUSPEK DENGUE,IGD,6,KASUS,2022
371,742,35,JAWA TIMUR,2022-05,SUSPEK DENGUE,RAWAT INAP,56,KASUS,2022
372,743,35,JAWA TIMUR,2022-05,PNEMONIA,IGD,2,KASUS,2022
372,744,35,JAWA TIMUR,2022-05,PNEMONIA,RAWAT INAP,2,KASUS,2022
373,745,35,JAWA TIMUR,2022-05,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2022
373,746,35,JAWA TIMUR,2022-05,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2022
374,747,35,JAWA TIMUR,2022-05,SUSPEK DEMAM TIFOID,IGD,4,KASUS,2022
374,748,35,JAWA TIMUR,2022-05,SUSPEK DEMAM TIFOID,RAWAT INAP,0,KASUS,2022
375,749,35,JAWA TIMUR,2022-05,SINDROM JAUNDICE AKUT,IGD,2,KASUS,2022
375,750,35,JAWA TIMUR,2022-05,SINDROM JAUNDICE AKUT,RAWAT INAP,0,KASUS,2022
376,751,35,JAWA TIMUR,2022-05,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2022
376,752,35,JAWA TIMUR,2022-05,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2022
377,753,35,JAWA TIMUR,2022-05,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2022
377,754,35,JAWA TIMUR,2022-05,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2022
378,755,35,JAWA TIMUR,2022-05,SUSPEK CAMPAK,IGD,0,KASUS,2022
378,756,35,JAWA TIMUR,2022-05,SUSPEK CAMPAK,RAWAT INAP,0,KASUS,2022
379,757,35,JAWA TIMUR,2022-05,SUSPEK DIFTERI,IGD,0,KASUS,2022
379,758,35,JAWA TIMUR,2022-05,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2022
380,759,35,JAWA TIMUR,2022-05,PERTUSSIS,IGD,0,KASUS,2022
380,760,35,JAWA TIMUR,2022-05,PERTUSSIS,RAWAT INAP,0,KASUS,2022
381,761,35,JAWA TIMUR,2022-05,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2022
381,762,35,JAWA TIMUR,2022-05,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2022
382,763,35,JAWA TIMUR,2022-05,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2022
382,764,35,JAWA TIMUR,2022-05,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2022
383,765,35,JAWA TIMUR,2022-05,SUSPEK ANTRAX,IGD,0,KASUS,2022
383,766,35,JAWA TIMUR,2022-05,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2022
384,767,35,JAWA TIMUR,2022-05,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2022
384,768,35,JAWA TIMUR,2022-05,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2022
385,769,35,JAWA TIMUR,2022-05,SUSPEK KOLERA,IGD,0,KASUS,2022
385,770,35,JAWA TIMUR,2022-05,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2022
386,771,35,JAWA TIMUR,2022-05,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2022
386,772,35,JAWA TIMUR,2022-05,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2022
387,773,35,JAWA TIMUR,2022-05,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2022
387,774,35,JAWA TIMUR,2022-05,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2022
388,775,35,JAWA TIMUR,2022-05,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2022
388,776,35,JAWA TIMUR,2022-05,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2022
389,777,35,JAWA TIMUR,2022-05,SUSPEK TETANUS,IGD,0,KASUS,2022
389,778,35,JAWA TIMUR,2022-05,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2022
390,779,35,JAWA TIMUR,2022-05,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2022
390,780,35,JAWA TIMUR,2022-05,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2022
391,781,35,JAWA TIMUR,2022-05,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2022
391,782,35,JAWA TIMUR,2022-05,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2022
392,783,35,JAWA TIMUR,2022-06,DIARE AKUT,IGD,58,KASUS,2022
392,784,35,JAWA TIMUR,2022-06,DIARE AKUT,RAWAT INAP,53,KASUS,2022
393,785,35,JAWA TIMUR,2022-06,MALARIA KONFIRMASI,IGD,0,KASUS,2022
393,786,35,JAWA TIMUR,2022-06,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2022
394,787,35,JAWA TIMUR,2022-06,SUSPEK DENGUE,IGD,32,KASUS,2022
394,788,35,JAWA TIMUR,2022-06,SUSPEK DENGUE,RAWAT INAP,58,KASUS,2022
395,789,35,JAWA TIMUR,2022-06,PNEMONIA,IGD,2,KASUS,2022
395,790,35,JAWA TIMUR,2022-06,PNEMONIA,RAWAT INAP,4,KASUS,2022
396,791,35,JAWA TIMUR,2022-06,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2022
396,792,35,JAWA TIMUR,2022-06,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2022
397,793,35,JAWA TIMUR,2022-06,SUSPEK DEMAM TIFOID,IGD,2,KASUS,2022
397,794,35,JAWA TIMUR,2022-06,SUSPEK DEMAM TIFOID,RAWAT INAP,1,KASUS,2022
398,795,35,JAWA TIMUR,2022-06,SINDROM JAUNDICE AKUT,IGD,25,KASUS,2022
398,796,35,JAWA TIMUR,2022-06,SINDROM JAUNDICE AKUT,RAWAT INAP,4,KASUS,2022
399,797,35,JAWA TIMUR,2022-06,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2022
399,798,35,JAWA TIMUR,2022-06,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2022
400,799,35,JAWA TIMUR,2022-06,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2022
400,800,35,JAWA TIMUR,2022-06,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2022
401,801,35,JAWA TIMUR,2022-06,SUSPEK CAMPAK,IGD,0,KASUS,2022
401,802,35,JAWA TIMUR,2022-06,SUSPEK CAMPAK,RAWAT INAP,0,KASUS,2022
402,803,35,JAWA TIMUR,2022-06,SUSPEK DIFTERI,IGD,0,KASUS,2022
402,804,35,JAWA TIMUR,2022-06,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2022
403,805,35,JAWA TIMUR,2022-06,PERTUSSIS,IGD,0,KASUS,2022
403,806,35,JAWA TIMUR,2022-06,PERTUSSIS,RAWAT INAP,0,KASUS,2022
404,807,35,JAWA TIMUR,2022-06,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2022
404,808,35,JAWA TIMUR,2022-06,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2022
405,809,35,JAWA TIMUR,2022-06,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2022
405,810,35,JAWA TIMUR,2022-06,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2022
406,811,35,JAWA TIMUR,2022-06,SUSPEK ANTRAX,IGD,0,KASUS,2022
406,812,35,JAWA TIMUR,2022-06,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2022
407,813,35,JAWA TIMUR,2022-06,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2022
407,814,35,JAWA TIMUR,2022-06,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2022
408,815,35,JAWA TIMUR,2022-06,SUSPEK KOLERA,IGD,0,KASUS,2022
408,816,35,JAWA TIMUR,2022-06,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2022
409,817,35,JAWA TIMUR,2022-06,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2022
409,818,35,JAWA TIMUR,2022-06,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2022
410,819,35,JAWA TIMUR,2022-06,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2022
410,820,35,JAWA TIMUR,2022-06,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2022
411,821,35,JAWA TIMUR,2022-06,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2022
411,822,35,JAWA TIMUR,2022-06,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2022
412,823,35,JAWA TIMUR,2022-06,SUSPEK TETANUS,IGD,0,KASUS,2022
412,824,35,JAWA TIMUR,2022-06,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2022
413,825,35,JAWA TIMUR,2022-06,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2022
413,826,35,JAWA TIMUR,2022-06,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2022
414,827,35,JAWA TIMUR,2022-06,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,0,KASUS,2022
414,828,35,JAWA TIMUR,2022-06,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2022
415,829,35,JAWA TIMUR,2022-07,DIARE AKUT,IGD,39,KASUS,2022
415,830,35,JAWA TIMUR,2022-07,DIARE AKUT,RAWAT INAP,71,KASUS,2022
416,831,35,JAWA TIMUR,2022-07,MALARIA KONFIRMASI,IGD,0,KASUS,2022
416,832,35,JAWA TIMUR,2022-07,MALARIA KONFIRMASI,RAWAT INAP,0,KASUS,2022
417,833,35,JAWA TIMUR,2022-07,SUSPEK DENGUE,IGD,16,KASUS,2022
417,834,35,JAWA TIMUR,2022-07,SUSPEK DENGUE,RAWAT INAP,38,KASUS,2022
418,835,35,JAWA TIMUR,2022-07,PNEMONIA,IGD,8,KASUS,2022
418,836,35,JAWA TIMUR,2022-07,PNEMONIA,RAWAT INAP,3,KASUS,2022
419,837,35,JAWA TIMUR,2022-07,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2022
419,838,35,JAWA TIMUR,2022-07,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2022
420,839,35,JAWA TIMUR,2022-07,SUSPEK DEMAM TIFOID,IGD,2,KASUS,2022
420,840,35,JAWA TIMUR,2022-07,SUSPEK DEMAM TIFOID,RAWAT INAP,1,KASUS,2022
421,841,35,JAWA TIMUR,2022-07,SINDROM JAUNDICE AKUT,IGD,15,KASUS,2022
421,842,35,JAWA TIMUR,2022-07,SINDROM JAUNDICE AKUT,RAWAT INAP,1,KASUS,2022
422,843,35,JAWA TIMUR,2022-07,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2022
422,844,35,JAWA TIMUR,2022-07,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2022
423,845,35,JAWA TIMUR,2022-07,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2022
423,846,35,JAWA TIMUR,2022-07,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2022
424,847,35,JAWA TIMUR,2022-07,SUSPEK CAMPAK,IGD,0,KASUS,2022
424,848,35,JAWA TIMUR,2022-07,SUSPEK CAMPAK,RAWAT INAP,0,KASUS,2022
425,849,35,JAWA TIMUR,2022-07,SUSPEK DIFTERI,IGD,0,KASUS,2022
425,850,35,JAWA TIMUR,2022-07,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2022
426,851,35,JAWA TIMUR,2022-07,PERTUSSIS,IGD,0,KASUS,2022
426,852,35,JAWA TIMUR,2022-07,PERTUSSIS,RAWAT INAP,0,KASUS,2022
427,853,35,JAWA TIMUR,2022-07,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2022
427,854,35,JAWA TIMUR,2022-07,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2022
428,855,35,JAWA TIMUR,2022-07,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2022
428,856,35,JAWA TIMUR,2022-07,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2022
429,857,35,JAWA TIMUR,2022-07,SUSPEK ANTRAX,IGD,0,KASUS,2022
429,858,35,JAWA TIMUR,2022-07,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2022
430,859,35,JAWA TIMUR,2022-07,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2022
430,860,35,JAWA TIMUR,2022-07,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2022
431,861,35,JAWA TIMUR,2022-07,SUSPEK KOLERA,IGD,0,KASUS,2022
431,862,35,JAWA TIMUR,2022-07,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2022
432,863,35,JAWA TIMUR,2022-07,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2022
432,864,35,JAWA TIMUR,2022-07,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2022
433,865,35,JAWA TIMUR,2022-07,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2022
433,866,35,JAWA TIMUR,2022-07,SUSPEK MENINGITIS/ENCEPHALITIS,RAWAT INAP,0,KASUS,2022
434,867,35,JAWA TIMUR,2022-07,SUSPEK TETANUS NEONATORUM,IGD,0,KASUS,2022
434,868,35,JAWA TIMUR,2022-07,SUSPEK TETANUS NEONATORUM,RAWAT INAP,0,KASUS,2022
435,869,35,JAWA TIMUR,2022-07,SUSPEK TETANUS,IGD,0,KASUS,2022
435,870,35,JAWA TIMUR,2022-07,SUSPEK TETANUS,RAWAT INAP,0,KASUS,2022
436,871,35,JAWA TIMUR,2022-07,ILI (PENYAKIT SERUPA INFLUENZA),IGD,0,KASUS,2022
436,872,35,JAWA TIMUR,2022-07,ILI (PENYAKIT SERUPA INFLUENZA),RAWAT INAP,0,KASUS,2022
437,873,35,JAWA TIMUR,2022-07,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),IGD,2,KASUS,2022
437,874,35,JAWA TIMUR,2022-07,SUSPEK HFMD (HAND FOOT MOUTH DISEASE),RAWAT INAP,0,KASUS,2022
438,875,35,JAWA TIMUR,2022-08,DIARE AKUT,IGD,50,KASUS,2022
438,876,35,JAWA TIMUR,2022-08,DIARE AKUT,RAWAT INAP,60,KASUS,2022
439,877,35,JAWA TIMUR,2022-08,MALARIA KONFIRMASI,IGD,1,KASUS,2022
439,878,35,JAWA TIMUR,2022-08,MALARIA KONFIRMASI,RAWAT INAP,1,KASUS,2022
440,879,35,JAWA TIMUR,2022-08,SUSPEK DENGUE,IGD,18,KASUS,2022
440,880,35,JAWA TIMUR,2022-08,SUSPEK DENGUE,RAWAT INAP,39,KASUS,2022
441,881,35,JAWA TIMUR,2022-08,PNEMONIA,IGD,1,KASUS,2022
441,882,35,JAWA TIMUR,2022-08,PNEMONIA,RAWAT INAP,2,KASUS,2022
442,883,35,JAWA TIMUR,2022-08,DIARE BERDARAH/ DISENTRI,IGD,0,KASUS,2022
442,884,35,JAWA TIMUR,2022-08,DIARE BERDARAH/ DISENTRI,RAWAT INAP,0,KASUS,2022
443,885,35,JAWA TIMUR,2022-08,SUSPEK DEMAM TIFOID,IGD,7,KASUS,2022
443,886,35,JAWA TIMUR,2022-08,SUSPEK DEMAM TIFOID,RAWAT INAP,3,KASUS,2022
444,887,35,JAWA TIMUR,2022-08,SINDROM JAUNDICE AKUT,IGD,3,KASUS,2022
444,888,35,JAWA TIMUR,2022-08,SINDROM JAUNDICE AKUT,RAWAT INAP,5,KASUS,2022
445,889,35,JAWA TIMUR,2022-08,SUSPEK CHIKUNGUNYA,IGD,0,KASUS,2022
445,890,35,JAWA TIMUR,2022-08,SUSPEK CHIKUNGUNYA,RAWAT INAP,0,KASUS,2022
446,891,35,JAWA TIMUR,2022-08,SUSPEK FLU BURUNG PADA MANUSIA,IGD,0,KASUS,2022
446,892,35,JAWA TIMUR,2022-08,SUSPEK FLU BURUNG PADA MANUSIA,RAWAT INAP,0,KASUS,2022
447,893,35,JAWA TIMUR,2022-08,SUSPEK CAMPAK,IGD,0,KASUS,2022
447,894,35,JAWA TIMUR,2022-08,SUSPEK CAMPAK,RAWAT INAP,1,KASUS,2022
448,895,35,JAWA TIMUR,2022-08,SUSPEK DIFTERI,IGD,0,KASUS,2022
448,896,35,JAWA TIMUR,2022-08,SUSPEK DIFTERI,RAWAT INAP,0,KASUS,2022
449,897,35,JAWA TIMUR,2022-08,PERTUSSIS,IGD,0,KASUS,2022
449,898,35,JAWA TIMUR,2022-08,PERTUSSIS,RAWAT INAP,0,KASUS,2022
450,899,35,JAWA TIMUR,2022-08,ACUTE FLACID PARALYSIS (AFP),IGD,0,KASUS,2022
450,900,35,JAWA TIMUR,2022-08,ACUTE FLACID PARALYSIS (AFP),RAWAT INAP,0,KASUS,2022
451,901,35,JAWA TIMUR,2022-08,GIGITAN HEWAN PENULAR RABIES,IGD,0,KASUS,2022
451,902,35,JAWA TIMUR,2022-08,GIGITAN HEWAN PENULAR RABIES,RAWAT INAP,0,KASUS,2022
452,903,35,JAWA TIMUR,2022-08,SUSPEK ANTRAX,IGD,0,KASUS,2022
452,904,35,JAWA TIMUR,2022-08,SUSPEK ANTRAX,RAWAT INAP,0,KASUS,2022
453,905,35,JAWA TIMUR,2022-08,SUSPEK LEPTOSPIROSIS,IGD,0,KASUS,2022
453,906,35,JAWA TIMUR,2022-08,SUSPEK LEPTOSPIROSIS,RAWAT INAP,0,KASUS,2022
454,907,35,JAWA TIMUR,2022-08,SUSPEK KOLERA,IGD,0,KASUS,2022
454,908,35,JAWA TIMUR,2022-08,SUSPEK KOLERA,RAWAT INAP,0,KASUS,2022
455,909,35,JAWA TIMUR,2022-08,KLUSTER PENYAKIT YANG TIDAK LAZIM,IGD,0,KASUS,2022
455,910,35,JAWA TIMUR,2022-08,KLUSTER PENYAKIT YANG TIDAK LAZIM,RAWAT INAP,0,KASUS,2022
456,911,35,JAWA TIMUR,2022-08,SUSPEK MENINGITIS/ENCEPHALITIS,IGD,0,KASUS,2022
